"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Census Region"	"Census Region Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Population	Crude Rate
	"49 years"	"49"	"2001"	"2001"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	2269	622178	364.7
	"49 years"	"49"	"2001"	"2001"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	147	67403	218.1
	"49 years"	"49"	"2001"	"2001"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	939	315255	297.9
	"49 years"	"49"	"2001"	"2001"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	146	25080	582.1
	"49 years"	"49"	"2001"	"2001"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1704	324977	524.3
	"49 years"	"49"	"2001"	"2001"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	46	13407	343.1
	"49 years"	"49"	"2001"	"2001"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2054	428247	479.6
	"49 years"	"49"	"2001"	"2001"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	247	56108	440.2
	"49 years"	"49"	"2001"	"2001"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	3779	591645	638.7
	"49 years"	"49"	"2001"	"2001"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	310	66061	469.3
	"49 years"	"49"	"2001"	"2001"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1591	314089	506.5
	"49 years"	"49"	"2002"	"2002"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	64	29517	216.8
	"49 years"	"49"	"2002"	"2002"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	995	349192	284.9
	"49 years"	"49"	"2002"	"2002"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	14	13172	Unreliable
	"49 years"	"49"	"2002"	"2002"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	1316	441439	298.1
	"49 years"	"49"	"2002"	"2002"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	135	61867	218.2
	"49 years"	"49"	"2002"	"2002"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	2309	641234	360.1
	"49 years"	"49"	"2002"	"2002"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	170	72049	236.0
	"49 years"	"49"	"2002"	"2002"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	999	326294	306.2
	"49 years"	"49"	"2002"	"2002"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	140	26063	537.2
	"49 years"	"49"	"2002"	"2002"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1617	331933	487.1
	"49 years"	"49"	"2002"	"2002"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	51	14414	353.8
	"49 years"	"49"	"2002"	"2002"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2163	432449	500.2
	"49 years"	"49"	"2002"	"2002"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	268	60686	441.6
	"49 years"	"49"	"2002"	"2002"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	3933	609943	644.8
	"49 years"	"49"	"2002"	"2002"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	307	70403	436.1
	"49 years"	"49"	"2002"	"2002"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1646	324897	506.6
	"49 years"	"49"	"2003"	"2003"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	74	30843	239.9
	"49 years"	"49"	"2003"	"2003"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	984	354407	277.6
	"49 years"	"49"	"2003"	"2003"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	23	14008	164.2
	"49 years"	"49"	"2003"	"2003"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	1373	453685	302.6
	"49 years"	"49"	"2003"	"2003"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	135	65378	206.5
	"49 years"	"49"	"2003"	"2003"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	2396	662895	361.4
	"49 years"	"49"	"2003"	"2003"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	182	77016	236.3
	"49 years"	"49"	"2003"	"2003"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1023	333445	306.8
	"49 years"	"49"	"2003"	"2003"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	156	27885	559.4
	"49 years"	"49"	"2003"	"2003"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1680	338994	495.6
	"49 years"	"49"	"2003"	"2003"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	64	15262	419.3
	"49 years"	"49"	"2003"	"2003"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2226	444914	500.3
	"49 years"	"49"	"2003"	"2003"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	255	65254	390.8
	"49 years"	"49"	"2003"	"2003"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	4099	629464	651.2
	"49 years"	"49"	"2003"	"2003"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	345	75995	454.0
	"49 years"	"49"	"2003"	"2003"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1716	330911	518.6
	"49 years"	"49"	"2004"	"2004"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	76	33949	223.9
	"49 years"	"49"	"2004"	"2004"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1028	365543	281.2
	"49 years"	"49"	"2004"	"2004"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	28	15306	182.9
	"49 years"	"49"	"2004"	"2004"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	1383	467360	295.9
	"49 years"	"49"	"2004"	"2004"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	129	71208	181.2
	"49 years"	"49"	"2004"	"2004"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	2466	685463	359.8
	"49 years"	"49"	"2004"	"2004"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	158	83489	189.2
	"49 years"	"49"	"2004"	"2004"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1037	340187	304.8
	"49 years"	"49"	"2004"	"2004"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	141	30839	457.2
	"49 years"	"49"	"2004"	"2004"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1645	353451	465.4
	"49 years"	"49"	"2004"	"2004"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	72	17378	414.3
	"49 years"	"49"	"2004"	"2004"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2205	460735	478.6
	"49 years"	"49"	"2004"	"2004"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	287	72019	398.5
	"49 years"	"49"	"2004"	"2004"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	4128	655872	629.4
	"49 years"	"49"	"2004"	"2004"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	353	84567	417.4
	"49 years"	"49"	"2004"	"2004"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1613	342418	471.1
	"49 years"	"49"	"2005"	"2005"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	81	33883	239.1
	"49 years"	"49"	"2005"	"2005"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1026	362515	283.0
	"49 years"	"49"	"2005"	"2005"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	24	15854	151.4
	"49 years"	"49"	"2005"	"2005"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	1414	465408	303.8
	"49 years"	"49"	"2005"	"2005"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	137	74028	185.1
	"49 years"	"49"	"2005"	"2005"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	2629	682891	385.0
	"49 years"	"49"	"2005"	"2005"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	234	85920	272.3
	"49 years"	"49"	"2005"	"2005"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1025	333913	307.0
	"49 years"	"49"	"2005"	"2005"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	130	30845	421.5
	"49 years"	"49"	"2005"	"2005"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1658	347286	477.4
	"49 years"	"49"	"2005"	"2005"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	64	17301	369.9
	"49 years"	"49"	"2005"	"2005"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2371	455918	520.0
	"49 years"	"49"	"2005"	"2005"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	298	74787	398.5
	"49 years"	"49"	"2005"	"2005"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	4322	649982	664.9
	"49 years"	"49"	"2005"	"2005"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	381	84704	449.8
	"49 years"	"49"	"2005"	"2005"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1754	334192	524.8
	"49 years"	"49"	"2006"	"2006"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	72	35593	202.3
	"49 years"	"49"	"2006"	"2006"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1048	375054	279.4
	"49 years"	"49"	"2006"	"2006"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	28	16710	167.6
	"49 years"	"49"	"2006"	"2006"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	1423	482387	295.0
	"49 years"	"49"	"2006"	"2006"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	192	79537	241.4
	"49 years"	"49"	"2006"	"2006"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	2709	709660	381.7
	"49 years"	"49"	"2006"	"2006"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	181	90187	200.7
	"49 years"	"49"	"2006"	"2006"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1042	345070	302.0
	"49 years"	"49"	"2006"	"2006"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	159	32296	492.3
	"49 years"	"49"	"2006"	"2006"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1744	358132	487.0
	"49 years"	"49"	"2006"	"2006"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	65	18315	354.9
	"49 years"	"49"	"2006"	"2006"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2292	471648	486.0
	"49 years"	"49"	"2006"	"2006"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	323	80059	403.5
	"49 years"	"49"	"2006"	"2006"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	4206	677710	620.6
	"49 years"	"49"	"2006"	"2006"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	393	89331	439.9
	"49 years"	"49"	"2006"	"2006"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1747	345575	505.5
	"49 years"	"49"	"2007"	"2007"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	79	35620	221.8
	"49 years"	"49"	"2007"	"2007"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1031	377149	273.4
	"49 years"	"49"	"2007"	"2007"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	32	17601	181.8
	"49 years"	"49"	"2007"	"2007"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	1423	485290	293.2
	"49 years"	"49"	"2007"	"2007"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	142	82974	171.1
	"49 years"	"49"	"2007"	"2007"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	2623	712764	368.0
	"49 years"	"49"	"2007"	"2007"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	195	94061	207.3
	"49 years"	"49"	"2007"	"2007"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	968	342147	282.9
	"49 years"	"49"	"2007"	"2007"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	147	33372	440.5
	"49 years"	"49"	"2007"	"2007"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1611	362899	443.9
	"49 years"	"49"	"2007"	"2007"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	59	18951	311.3
	"49 years"	"49"	"2007"	"2007"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2284	474543	481.3
	"49 years"	"49"	"2007"	"2007"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	320	84028	380.8
	"49 years"	"49"	"2007"	"2007"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	4249	683445	621.7
	"49 years"	"49"	"2007"	"2007"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	381	93644	406.9
	"49 years"	"49"	"2007"	"2007"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1681	344754	487.6
	"49 years"	"49"	"2008"	"2008"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	83	38258	216.9
	"49 years"	"49"	"2008"	"2008"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1109	376676	294.4
	"49 years"	"49"	"2008"	"2008"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	34	18388	184.9
	"49 years"	"49"	"2008"	"2008"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	1479	479324	308.6
	"49 years"	"49"	"2008"	"2008"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	170	87998	193.2
	"49 years"	"49"	"2008"	"2008"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	2767	711804	388.7
	"49 years"	"49"	"2008"	"2008"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	210	97661	215.0
	"49 years"	"49"	"2008"	"2008"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1003	334102	300.2
	"49 years"	"49"	"2008"	"2008"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	133	35517	374.5
	"49 years"	"49"	"2008"	"2008"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1586	359884	440.7
	"49 years"	"49"	"2008"	"2008"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	82	19938	411.3
	"49 years"	"49"	"2008"	"2008"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2278	469555	485.1
	"49 years"	"49"	"2008"	"2008"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	270	89321	302.3
	"49 years"	"49"	"2008"	"2008"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	4299	681829	630.5
	"49 years"	"49"	"2008"	"2008"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	429	97460	440.2
	"49 years"	"49"	"2008"	"2008"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1643	336603	488.1
	"49 years"	"49"	"2009"	"2009"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	73	42120	173.3
	"49 years"	"49"	"2009"	"2009"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1070	381916	280.2
	"49 years"	"49"	"2009"	"2009"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	37	20468	180.8
	"49 years"	"49"	"2009"	"2009"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	1451	489302	296.5
	"49 years"	"49"	"2009"	"2009"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	192	97076	197.8
	"49 years"	"49"	"2009"	"2009"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	2645	732173	361.3
	"49 years"	"49"	"2009"	"2009"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	245	107224	228.5
	"49 years"	"49"	"2009"	"2009"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1006	346953	290.0
	"49 years"	"49"	"2009"	"2009"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	178	39990	445.1
	"49 years"	"49"	"2009"	"2009"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1546	369445	418.5
	"49 years"	"49"	"2009"	"2009"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	86	22846	376.4
	"49 years"	"49"	"2009"	"2009"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2286	479919	476.3
	"49 years"	"49"	"2009"	"2009"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	335	100086	334.7
	"49 years"	"49"	"2009"	"2009"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	4148	705614	587.9
	"49 years"	"49"	"2009"	"2009"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	387	109236	354.3
	"49 years"	"49"	"2009"	"2009"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1601	353989	452.3
	"49 years"	"49"	"2010"	"2010"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	89	41374	215.1
	"49 years"	"49"	"2010"	"2010"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1000	376069	265.9
	"49 years"	"49"	"2010"	"2010"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	40	20558	194.6
	"49 years"	"49"	"2010"	"2010"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	1467	482816	303.8
	"49 years"	"49"	"2010"	"2010"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	171	99275	172.2
	"49 years"	"49"	"2010"	"2010"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	2647	724257	365.5
	"49 years"	"49"	"2010"	"2010"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	197	106805	184.4
	"49 years"	"49"	"2010"	"2010"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1013	339311	298.5
	"49 years"	"49"	"2010"	"2010"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	140	39072	358.3
	"49 years"	"49"	"2010"	"2010"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1653	360212	458.9
	"49 years"	"49"	"2010"	"2010"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	72	21808	330.2
	"49 years"	"49"	"2010"	"2010"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2267	469375	483.0
	"49 years"	"49"	"2010"	"2010"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	312	100022	311.9
	"49 years"	"49"	"2010"	"2010"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	4057	692632	585.7
	"49 years"	"49"	"2010"	"2010"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	425	106284	399.9
	"49 years"	"49"	"2010"	"2010"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1610	340939	472.2
	"49 years"	"49"	"2011"	"2011"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	79	42950	183.9
	"49 years"	"49"	"2011"	"2011"	"Female"	"F"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	967	363818	265.8
	"49 years"	"49"	"2011"	"2011"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	37	21013	176.1
	"49 years"	"49"	"2011"	"2011"	"Female"	"F"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	1510	466345	323.8
	"49 years"	"49"	"2011"	"2011"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	157	103016	152.4
	"49 years"	"49"	"2011"	"2011"	"Female"	"F"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	2670	710910	375.6
	"49 years"	"49"	"2011"	"2011"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	202	108616	186.0
	"49 years"	"49"	"2011"	"2011"	"Female"	"F"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1018	326473	311.8
	"49 years"	"49"	"2011"	"2011"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Hispanic or Latino"	"2135-2"	150	40101	374.1
	"49 years"	"49"	"2011"	"2011"	"Male"	"M"	"Census Region 1: Northeast"	"CENS-R1"	"Not Hispanic or Latino"	"2186-2"	1465	348342	420.6
	"49 years"	"49"	"2011"	"2011"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Hispanic or Latino"	"2135-2"	78	22852	341.3
	"49 years"	"49"	"2011"	"2011"	"Male"	"M"	"Census Region 2: Midwest"	"CENS-R2"	"Not Hispanic or Latino"	"2186-2"	2150	453916	473.7
	"49 years"	"49"	"2011"	"2011"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Hispanic or Latino"	"2135-2"	346	105776	327.1
	"49 years"	"49"	"2011"	"2011"	"Male"	"M"	"Census Region 3: South"	"CENS-R3"	"Not Hispanic or Latino"	"2186-2"	4071	678738	599.8
	"49 years"	"49"	"2011"	"2011"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Hispanic or Latino"	"2135-2"	442	110331	400.6
	"49 years"	"49"	"2011"	"2011"	"Male"	"M"	"Census Region 4: West"	"CENS-R4"	"Not Hispanic or Latino"	"2186-2"	1519	329474	461.0
